year,fed,best_name,best_rating,num_players
1987,CYP,"Martidis,A. ",2255,6
1988,CYP,"Martidis,A. ",2280,6
1989,CYP,"Martidis,A. ",2285,6
1990,CYP,"Martidis,A. ",2300,4
1991,CYP,"Martidis,Alkis  ",2355,7
1992,CYP,"Martidis,Alkis  ",2305,7
1993,CYP,"Martidis,Alkis  ",2360,9
1994,CYP,"Martidis,Alkis  ",2360,8
1995,CYP,"Martidis,Alkis  ",2340,9
1996,CYP,"Martidis,Alkis  ",2325,9
1997,CYP,"Martidis,Alkis  ",2310,13
1998,CYP,"Martidis,Alkis  ",2310,10
1999,CYP,"Kotronias, Vasilios  ",2561,18
2000,CYP,"Kotronias, Vasilios  ",2539,18
2001,CYP,"Kotronias, Vasilios",2528,19
2002,CYP,"Kotronias, Vasilios",2568,13
2003,CYP,"Kotronias, Vasilios",2573,23
2004,CYP,"Kotronias, Vasilios",2598,23
2005,CYP,"Martidis, Alkis",2257,22
2006,CYP,undefined,2257,22
2007,CYP,"Martidis, Alkis",2257,23
2008,CYP,"Martidis, Alkis",2259,26
2009,CYP,"Martidis, Alkis",2259,28
2010,CYP,"Klerides, Paris",2225,31
2011,CYP,"Martidis, Alkis",2209,36
2012,CYP,"Hadjittofis, Yiannis",2205,44
2013,CYP,"Antoniou, Antonis",2206,61
2014,CYP,"Kelires, Andreas",2224,61
2015,CYP,"Kelires, Andreas",2384,70
2016,CYP,"Kelires, Andreas",2444,91
2017,CYP,"Hadjittofis, Yiannis",2205,96
2018,CYP,"Hadjittofis, Yiannis",2205,108
2019,CYP,"Michaelides, Konstantinos",2229,134
2020,CYP,"Michaelides, Konstantinos",2260,159
1981,TRI,Duchesne  ,2215,1
1982,TRI,Duchesne  ,2215,1
1983,TRI,"Tavares,S.P. ",2290,5
1984,TRI,"Tavares,S.P. ",2290,2
1985,TRI,"Tavares,S.P. ",2290,6
1986,TRI,"Tavares,S.P. ",2290,4
1987,TRI,"Raphael,J. ",2220,3
1988,TRI,"Raphael,J. ",2220,3
1989,TRI,"Raphael,J. ",2220,3
1990,TRI,"Raphael,J. ",2220,3
1991,TRI,"Tavares, Shawn P  ",2290,6
1992,TRI,"Tavares, Shawn P  ",2290,6
1993,TRI,"Tavares, Shawn P  ",2290,6
1994,TRI,"Tavares, Shawn P  ",2290,6
1995,TRI,"Tavares, Shawn P  ",2290,6
1996,TRI,"Tavares, Shawn P  ",2290,6
1997,TRI,"Tavares, Shawn P  ",2290,6
1999,TRI,"Tavares, Shawn P  ",2290,9
2000,TRI,"Cave, Christo  ",2296,11
2001,TRI,"Tavares, Shawn P",2290,13
2002,TRI,"Cave, Christo",2280,8
2003,TRI,"Tavares, Shawn P",2290,13
2004,TRI,"Tavares, Shawn P",2290,17
2005,TRI,"Tavares, Shawn P",2290,16
2006,TRI,undefined,2290,23
2007,TRI,"Tavares, Shawn P",2290,24
2008,TRI,"Tavares, Shawn P",2290,29
2009,TRI,"Tavares, Shawn P",2290,43
2010,TRI,"Tavares, Shawn P",2260,54
2011,TRI,"Tavares, Shawn P",2260,57
2012,TRI,"Harper, Ryan",2263,70
2013,TRI,"Harper, Ryan",2248,88
1981,AND,"Gomez,A. ",2220,1
1982,AND,"Gomez,A. ",2220,1
1983,AND,"Iglesias,D. ",2205,3
1985,AND,"Garcia,Raul  ",2320,5
1986,AND,"Garcia,Raul  ",2235,4
1987,AND,"Garcia,Raul  ",2250,3
1988,AND,"Garcia,Raul  ",2220,3
1989,AND,"Garcia,Raul  ",2245,2
1990,AND,"Garcia,Rau. ",2245,2
1991,AND,"Garcia,Raul  ",2270,6
1992,AND,"Garcia,Raul  ",2270,5
1993,AND,"Garcia,Raul  ",2300,6
1994,AND,"Garcia,Raul  ",2280,6
1995,AND,"Garcia,Raul  ",2275,6
1996,AND,"Garcia,Raul  ",2275,7
1997,AND,"Garcia,Raul  ",2280,8
1998,AND,"Garcia,Raul  ",2330,6
1999,AND,"Garcia, Raul  ",2312,10
2000,AND,"Garcia, Raul  ",2326,10
2001,AND,"De La Riva Aguado, Oscar",2496,13
2002,AND,"De La Riva Aguado, Oscar",2495,12
2003,AND,"De La Riva Aguado, Oscar",2528,14
2004,AND,"De La Riva Aguado, Oscar",2549,19
2005,AND,"De La Riva Aguado, Oscar",2544,20
2006,AND,undefined,2541,23
2007,AND,"De La Riva Aguado, Oscar",2525,25
2008,AND,"De La Riva Aguado,",2548,25
2009,AND,"De La Riva Aguado, Oscar",2539,27
2010,AND,"De La Riva Aguado, Oscar",2531,34
2011,AND,"De La Riva Aguado, Oscar",2541,42
2012,AND,"De La Riva Aguado, Oscar",2545,47
2013,AND,"De La Riva Aguado, Oscar",2522,47
2014,AND,"De La Riva Aguado, Oscar",2526,49
2015,AND,"De La Riva Aguado, Oscar",2507,48
2016,AND,"Norwood, David R",2502,49
2017,AND,"Norwood, David R",2505,55
2018,AND,"Norwood, David R",2494,61
2019,AND,"Norwood, David R",2494,66
2020,AND,"Norwood, David R",2494,67
1981,SRI,Goonetilleke  ,2250,1
1982,SRI,Goonetilleke  ,2250,2
1983,SRI,"Aturupane,Harsha  ",2435,8
1984,SRI,"Aturupane,Harsha  ",2435,8
1985,SRI,"Aturupane,Harsha  ",2435,9
1986,SRI,"Aturupane,Harsha  ",2390,7
1987,SRI,"Aturupane,Harsha  ",2385,10
1988,SRI,"Aturupane,Harsha  ",2385,9
1989,SRI,"Aturupane,Harsha  ",2385,11
1990,SRI,"Aturupane,Hars. ",2385,11
1991,SRI,"Aturupane, Harsha  ",2385,14
1992,SRI,"Aturupane, Harsha  ",2385,13
1993,SRI,"Aturupane, Harsha  ",2385,19
1994,SRI,"Aturupane, Harsha  ",2385,19
1995,SRI,"Aturupane, Harsha  ",2385,19
1996,SRI,"Aturupane, Harsha  ",2385,20
1997,SRI,"Aturupane, Harsha  ",2385,22
1999,SRI,"Aturupane, Harsha  ",2385,22
2000,SRI,"Aturupane, Harsha  ",2385,22
2001,SRI,"Aturupane, Harsha",2385,25
2002,SRI,"Mallawarachchi, T.S.",2237,24
2003,SRI,"Aturupane, Harsha",2385,43
2005,SRI,"Aturupane, Harsha",2385,86
2006,SRI,undefined,2385,88
2007,SRI,"Aturupane, Harsha",2385,107
2008,SRI,"Aturupane, Harsha",2385,129
2009,SRI,"Aturupane, Harsha",2385,189
2010,SRI,"Aturupane, Harsha",2385,263
2011,SRI,"Aturupane, Harsha",2385,356
2012,SRI,"Aturupane, Harsha",2385,520
2013,SRI,"Aturupane, Harsha",2385,702
2014,SRI,"Aturupane, Harsha",2385,984
2015,SRI,"Aturupane, Harsha",2385,1480
2016,SRI,"Aturupane, Harsha",2385,2010
2017,SRI,"Aturupane, Harsha",2385,2432
2018,SRI,"Aturupane, Harsha",2385,2780
2019,SRI,"Thilakarathne, G M H",2435,3058
2020,SRI,"Aturupane, Harsha",2385,3324
1982,ANG,"Gutierrez,A. ",2210,2
1983,ANG,"Gutierrez,A. ",2210,3
1984,ANG,"Gutierrez,A. ",2210,1
1985,ANG,"Ferreira,R. ",2205,3
1986,ANG,"Nascimento,A. ",2225,2
1987,ANG,"Andrade,M. ",2205,4
1988,ANG,"Mateus,M. ",2215,5
1989,ANG,"Ferreira,N. ",2285,5
1990,ANG,"Mateus,M. ",2260,1
1991,ANG,"Ferreira, Nelson  ",2375,8
1992,ANG,"Ferreira, Nelson  ",2300,8
1993,ANG,"Ferreira, Nelson  ",2275,8
1994,ANG,"Ferreira, Nelson  ",2265,8
1995,ANG,"Nascimento, Alexandre  ",2230,8
1996,ANG,"Campos, Eugenio  ",2255,10
1997,ANG,"Campos, Eugenio  ",2255,11
1999,ANG,"Agnelio, Amorin  ",2270,20
2000,ANG,"Agnelio, Amorin  ",2270,16
2001,ANG,"Agnelio, Amorin",2266,19
2002,ANG,"Agnelio, Amorin",2266,10
2003,ANG,"Aderito, Pedro",2285,20
2004,ANG,"Campos, Eugenio",2265,22
2006,ANG,undefined,2288,23
2007,ANG,"Aderito, Pedro",2305,23
2008,ANG,"Aderito, Pedro",2349,24
2009,ANG,"Aderito, Pedro",2333,31
2010,ANG,"Aderito, Pedro",2333,36
2011,ANG,"Aderito, Pedro",2339,40
2012,ANG,"Aderito, Pedro",2320,47
2013,ANG,"Aderito, Pedro",2333,48
2014,ANG,"Aderito, Pedro",2323,59
2015,ANG,"Aderito, Pedro",2276,101
2016,ANG,"Domingos, Catarino",2264,142
2017,ANG,"Aderito, Pedro",2320,180
2018,ANG,"Aderito, Pedro",2328,235
2019,ANG,"Aderito, Pedro",2325,309
2020,ANG,"Miguel, Sergio",2353,368
1981,UAE,"Saeed,S.-A. ",2230,2
1982,UAE,"Saeed,S.-A. ",2325,2
1983,UAE,"Saeed,S.-A. ",2390,5
1984,UAE,"Saeed,S.-A. ",2390,2
1985,UAE,"Saeed,S.-A. ",2400,5
1986,UAE,"Saeed,S.-A. ",2435,6
1987,UAE,"Saeed,S.-A. ",2435,10
1988,UAE,"Saeed,S.-A. ",2435,10
1989,UAE,"Saeed,S.-A. ",2435,10
1990,UAE,"Saeed,S.-A. ",2435,11
1991,UAE,"Saeed, Saeed-Ahmed  ",2435,13
1992,UAE,"Saeed, Saeed-Ahmed  ",2435,11
1993,UAE,"Saeed, Saeed-Ahmed  ",2435,16
1994,UAE,"Saeed, Saeed-Ahmed  ",2435,22
1995,UAE,"Saeed, Saeed-Ahmed  ",2435,27
1996,UAE,"Saeed, Saeed-Ahmed  ",2435,41
1997,UAE,"Saeed, Saeed-Ahmed  ",2435,41
1998,UAE,"Othman,A.",2340,42
1999,UAE,"Saeed, Saeed-Ahmed  ",2435,55
2000,UAE,"Saeed, Saeed-Ahmed  ",2435,60
2001,UAE,"Saeed, Saeed-Ahmed",2435,66
2002,UAE,"Taleb, Moussa",2439,52
2003,UAE,"Saeed, Saeed-Ahmed",2435,82
2004,UAE,"Taleb, Moussa",2459,101
2005,UAE,"Taleb, Moussa",2508,106
2006,UAE,undefined,2452,122
2007,UAE,"Saeed, Saeed-Ahmed",2435,120
2008,UAE,"Saeed, Saeed-Ahmed",2435,133
2009,UAE,"Salem, A.R. Saleh",2473,145
2010,UAE,"Salem, A.R. Saleh",2484,155
2011,UAE,"Salem, A.R. Saleh",2512,170
2012,UAE,"Salem, A.R. Saleh",2505,189
2013,UAE,"Salem, A.R. Saleh",2538,224
2014,UAE,"Salem, A.R. Saleh",2564,247
2015,UAE,"Salem, A.R. Saleh",2603,294
2016,UAE,"Salem, A.R. Saleh",2627,345
2017,UAE,"Salem, A.R. Saleh",2656,392
2018,UAE,"Salem, A.R. Saleh",2642,405
2019,UAE,"Salem, A.R. Saleh",2672,423
2020,UAE,"Salem, A.R. Saleh",2682,445
1983,KEN,"Kanani,S. ",2220,2
1985,KEN,"Kanani,S. ",2245,3
1986,KEN,"Kanani,S. ",2245,3
1987,KEN,"Kanani,S. ",2245,4
1988,KEN,"Kanani,S. ",2245,4
1989,KEN,"Kanani,S. ",2245,5
1990,KEN,"Kanani,S. ",2245,4
1991,KEN,"Chomu Clement, Miheso  ",2210,4
1992,KEN,"Mukabi, John  ",2215,3
1993,KEN,"Chomu Clement, Miheso  ",2210,3
1994,KEN,"Chomu Clement, Miheso  ",2210,3
1995,KEN,"Chomu Clement, Miheso  ",2210,3
1996,KEN,"Chomu Clement, Miheso  ",2210,3
1997,KEN,"Chomu Clement, Miheso  ",2210,3
1999,KEN,"Chomu Clement, Miheso  ",2210,6
2000,KEN,"Chomu Clement, Miheso  ",2210,6
2001,KEN,"Chomu Clement, Miheso",2210,7
2002,KEN,"Magana, Ben",2200,5
2003,KEN,"Chomu Clement, Miheso",2210,8
2004,KEN,"Chomu Clement, Miheso",2210,9
2005,KEN,"Chomu Clement, Miheso",2210,12
2006,KEN,undefined,2210,12
2007,KEN,"Chomu Clement, Miheso",2210,13
2008,KEN,"Chomu Clement, Mih",2210,14
2009,KEN,"Chomu Clement, Miheso",2210,15
2010,KEN,"Chomu Clement, Miheso",2210,15
2011,KEN,"Chomu Clement, Miheso",2210,20
2012,KEN,"Chomu Clement, Miheso",2210,20
2013,KEN,"Chomu Clement, Miheso",2207,28
2014,KEN,"Chomu Clement, Miheso",2207,35
2015,KEN,"Chomu Clement, Miheso",2207,58
2016,KEN,"Adam, A",2205,169
2017,KEN,"Adam, A",2205,245
2018,KEN,"Adam, Aslam",2205,281
2019,KEN,"Adam, Aslam",2205,431
2020,KEN,"Adam, Aslam",2205,508
1983,NGR,"Agusto,O. ",2205,2
1984,NGR,"Agusto,O. ",2205,1
1985,NGR,"Agusto,O. ",2205,4
1986,NGR,"Omuku,E. ",2245,2
1987,NGR,"Omuku,E. ",2225,4
1988,NGR,"Agusto,O. ",2210,3
1989,NGR,"Agusto,O. ",2210,5
1990,NGR,"Agusto,O. ",2210,5
1991,NGR,"Agusto, Obafunmilayo  ",2210,6
1992,NGR,"Agusto, Obafunmilayo  ",2210,5
1993,NGR,"Agusto, Obafunmilayo  ",2210,9
1994,NGR,"Akintola,Fola  ",2330,15
1995,NGR,"Akintola,Fola  ",2340,17
1996,NGR,"Akintola,Fola  ",2345,20
1997,NGR,"Akintola,Fola  ",2335,20
1998,NGR,"Akintola,Fola  ",2310,14
1999,NGR,"Aikhoje, Odion  ",2341,24
2000,NGR,"Aikhoje, Odion  ",2318,23
2001,NGR,"Aikhoje, Odion",2305,23
2002,NGR,"Aikhoje, Odion",2305,5
2003,NGR,"Adu, Oladapo",2295,23
2004,NGR,"Olape, Bunmi",2281,24
2005,NGR,"Adu, Oladapo",2296,28
2007,NGR,"Adu, Oladapo",2296,29
2008,NGR,"Adu, Oladapo",2301,30
2009,NGR,"Adebayo, Adegboyega",2284,35
2010,NGR,"Adebayo, Adegboyega",2284,35
2013,NGR,"Olape, Bunmi",2306,55
2014,NGR,"Olape, Bunmi",2291,59
2015,NGR,"Kigigha, Bomo",2288,100
2016,NGR,"Kigigha, Bomo",2305,155
2017,NGR,"Kigigha, Bomo",2339,216
2018,NGR,"Kigigha, Bomo",2323,269
2019,NGR,"Kigigha, Bomo",2291,307
2020,NGR,"Anwuli, Daniel",2304,339
1983,JOR,"Battikhi,H. ",2205,2
1984,JOR,"Bukhari,M. ",2205,1
1985,JOR,"Battikhi,H. ",2205,3
1986,JOR,"Kilani,Z. ",2205,1
1987,JOR,"Rimawi,B.T. ",2225,4
1988,JOR,"Rimawi,B.T. ",2255,4
1989,JOR,"Rimawi,B.T. ",2230,2
1990,JOR,"Rimawi,B.T. ",2230,2
1991,JOR,"Rimawi,B.",2260,3
1992,JOR,"Rimawi,B.",2260,3
1993,JOR,"Rimawi,B.",2265,5
1994,JOR,"Rimawi,B.",2260,11
1995,JOR,"Rimawi,B.",2260,18
1996,JOR,"Battikhi,H  ",2305,25
1997,JOR,"Aboudi,M  ",2290,25
1998,JOR,"Al-Ashhab,Saamer  ",2300,31
1999,JOR,"Khader, Sami  ",2280,40
2000,JOR,"Khader, Sami  ",2326,43
2001,JOR,"Khader, Sami",2407,48
2002,JOR,"Khader, Sami",2413,45
2003,JOR,"Khader, Sami",2413,61
2004,JOR,"Khader, Sami",2381,68
2005,JOR,"Khader, Sami",2371,73
2006,JOR,undefined,2409,83
2007,JOR,"Khader, Sami",2421,99
2008,JOR,"Khader, Sami",2427,112
2009,JOR,"Issa, Rafat",2409,124
2010,JOR,"Khader, Sami",2471,139
2011,JOR,"Khader, Sami",2450,153
2012,JOR,"Issa, Rafat",2409,169
2013,JOR,"Issa, Rafat",2409,189
2014,JOR,"Issa, Rafat",2409,226
2015,JOR,"Issa, Rafat",2409,271
2016,JOR,"Issa, Rafat",2409,340
2017,JOR,"Issa, Rafat",2398,390
2018,JOR,"Khader, Sami",2392,444
2019,JOR,"Issa, Rafat",2378,493
2020,JOR,"Issa, Rafat",2385,565
1983,ZAI,Behrenfelt  ,2205,2
1985,ZAI,Behrenfelt  ,2205,2
1986,ZAI,Behrenfelt  ,2205,2
1983,ALG,"Benhadi,M. ",2205,4
1984,ALG,"Benhadi,M. ",2200,1
1985,ALG,Bemmoune  ,2205,7
1986,ALG,"Chaourar,N.-E. ",2205,4
1987,ALG,"Bammoune,A.-E. ",2265,6
1988,ALG,"Chaourar,N.-E. ",2280,4
1989,ALG,"Boudiba,N. ",2345,7
1990,ALG,"Boudiba,N. ",2380,7
1991,ALG,"Boudiba, Mahfoud  ",2385,11
1992,ALG,"Boudiba, Mahfoud  ",2375,11
1993,ALG,"Boudiba, Mahfoud  ",2345,19
1994,ALG,"Sebih, Kamel  ",2375,25
1995,ALG,"Sebih, Kamel  ",2395,29
1996,ALG,"Rizouk, Ryad  ",2415,33
1997,ALG,"Rizouk, Ryad  ",2385,38
1999,ALG,"Rizouk, Ryad  ",2365,49
2000,ALG,"Rizouk, Ryad  ",2365,49
2001,ALG,"Rizouk, Aimen",2373,51
2002,ALG,"Rizouk, Aimen",2467,31
2003,ALG,"Rizouk, Aimen",2519,60
2004,ALG,"Rizouk, Aimen",2493,64
2005,ALG,"Rizouk, Aimen",2457,80
2006,ALG,undefined,2500,89
2007,ALG,"Rizouk, Aimen",2455,88
2008,ALG,"Rizouk, Aimen",2498,94
2009,ALG,"Rizouk, Aimen",2518,96
2010,ALG,"Rizouk, Aimen",2532,100
2012,ALG,"Rizouk, Aimen",2539,132
2013,ALG,"Rizouk, Aimen",2531,164
2014,ALG,"Rizouk, Aimen",2527,204
2015,ALG,"Haddouche, Mohamed",2524,257
2016,ALG,"Rizouk, Aimen",2511,344
2017,ALG,"Haddouche, Mohamed",2490,417
2018,ALG,"Haddouche, Mohamed",2505,496
2019,ALG,"Bellahcene,Bilel",2557,534
2020,ALG,"Bellahcene,Bilel",2536,644
1983,BER,"Harris,D.J.E. ",2230,2
1984,BER,"Harris,D.J.E. ",2330,1
1985,BER,"Harris,D.J.E. ",2220,2
1986,BER,"Harris,D.J.E. ",2220,2
1987,BER,"Harris,D.J.E. ",2215,4
1988,BER,"Harris,D.J.E. ",2215,3
1989,BER,"Harris,D.J.E. ",2215,3
1990,BER,"Harris,De.J.E. ",2215,3
1991,BER,"Harris, Derek J.E. ",2215,5
1992,BER,"Harris, Derek J.E. ",2215,5
1993,BER,"Harris, Derek J.E. ",2215,6
1994,BER,"Harris, Derek J.E. ",2215,5
1995,BER,"Harris, Derek J.E. ",2215,5
1996,BER,"Harris, Derek J.E. ",2215,7
1997,BER,"Black,Richard  ",2225,8
1998,BER,"Black,Richard  ",2225,3
1999,BER,"Black, Richard  ",2240,8
2000,BER,"Black, Richard  ",2254,8
2001,BER,"Black, Richard",2264,8
2002,BER,"Black, Richard",2246,2
2003,BER,"Black, Richard",2235,8
2004,BER,"Black, Richard",2235,8
2005,BER,"Black, Richard",2235,10
2006,BER,undefined,2227,14
2007,BER,"Black, Richard",2227,16
2008,BER,"Black, Richard",2227,23
2009,BER,"Black, Richard",2227,27
2010,BER,"Black, Richard",2227,37
2011,BER,"Black, Richard",2227,41
2012,BER,"Black, Richard",2227,41
2013,BER,"Black, Richard",2222,41
2014,BER,"Black, Richard",2222,41
2015,BER,"Black, Richard",2222,42
2016,BER,"Black, Richard",2222,42
2017,BER,"Black, Richard",2222,48
2018,BER,"Black, Richard",2218,57
2019,BER,"Harris, Derek J.E.",2215,68
2020,BER,"Harris, Derek J.E.",2215,76
1983,PNG,Fanoy  ,2205,3
1985,PNG,"Marko,H. ",2205,5
1986,PNG,Fancy  ,2205,5
1987,PNG,Conejares  ,2205,4
1988,PNG,Conejares  ,2205,4
1989,PNG,Conejares  ,2205,4
1990,PNG,Conejares  ,2205,4
1999,PNG,"Fancy, Stuart  ",2215,5
2000,PNG,"Tia, Rudy Jr  ",2218,4
2001,PNG,"Tia, Rudy Jr.",2216,5
2002,PNG,"Marko, Helmut",2202,3
2003,PNG,"Tia, Rudy Jr.",2214,5
2004,PNG,"Rush, J",2205,6
2005,PNG,"Rush, J",2205,6
2006,PNG,undefined,2205,6
2007,PNG,"Rush, J",2205,7
2008,PNG,"Rush, J",2205,7
2009,PNG,"Rush, J",2205,7
2010,PNG,"Rush, J",2205,7
2011,PNG,"Rush, J",2205,7
2012,PNG,"Rush, J",2205,7
2013,PNG,"Rush, Joe",2205,7
2014,PNG,"Rush, Joe",2205,7
2015,PNG,"Rush, Joe",2205,7
2016,PNG,"Rush, Joe",2205,7
2017,PNG,"Rush, Joe",2205,8
2018,PNG,"Rush, Joe",2205,8
2019,PNG,"Rush, Joe",2205,10
2020,PNG,"Rush, Joe",2205,10
1983,BRN,"Farooghi,K. ",2205,2
1985,BRN,"Rasheed,Y.M. ",2205,1
1986,BRN,"Rasheed,A. ",2205,1
1987,BRN,"Aigasra,A. ",2205,4
1988,BRN,"Aigasra,A. ",2205,3
1989,BRN,"Alghasra,A. ",2260,4
1990,BRN,"Alghasra,A. ",2255,3
1991,BRN,"Al.Sulaiti,Ali  ",2280,5
1992,BRN,"Al.Sulaiti,Ali  ",2280,5
1993,BRN,"Al.Sulaiti,Ali  ",2280,7
1994,BRN,"Al.Sulaiti,Ali  ",2275,7
1995,BRN,"Al.Sulaiti,Ali  ",2240,7
1996,BRN,"Janahi, Khalid  ",2230,8
1997,BRN,"Janahi, Khalid  ",2230,10
1998,BRN,"Al-Ghasra,Ali  ",2205,6
1999,BRN,"Janahi, Khalid  ",2230,11
2000,BRN,"Janahi, Khalid  ",2230,11
2001,BRN,"Janahi, Khalid",2230,10
2002,BRN,"Karem, Basel",2185,5
2003,BRN,"Janahi, Zeyaad",2245,10
2004,BRN,"Janahi, Zeyaad",2251,12
2005,BRN,"Janahi, Khalid",2230,12
2006,BRN,undefined,2230,18
2007,BRN,"Janahi, Khalid",2230,19
2008,BRN,"Janahi, Khalid",2230,21
2009,BRN,"Janahi, Khalid",2230,22
2010,BRN,"Janahi, Khalid",2230,22
2012,BRN,"Janahi, Khalid",2230,31
2013,BRN,"Janahi, Khalid",2230,33
2014,BRN,"Janahi, Khalid",2230,36
2015,BRN,"Janahi, Khalid",2230,38
2016,BRN,"Janahi, Khalid",2230,42
2017,BRN,"Janahi, Khalid",2230,43
2018,BRN,"Janahi, Khalid",2230,43
2019,BRN,"Ayyad, Husain",2231,52
2020,BRN,"Janahi, Khalid",2230,56
1983,ZIM,"Glazier,L. ",2205,3
1985,ZIM,"Donnely,B. ",2205,4
1986,ZIM,"Kyriakides,S. ",2235,3
1987,ZIM,"Kyriakides,S. ",2235,6
1988,ZIM,"Kyriakides,S. ",2235,6
1989,ZIM,"Kyriakides,S. ",2235,5
1990,ZIM,"Kyriakides,S. ",2235,5
1991,ZIM,"Kyriakides, Savvas  ",2240,12
1992,ZIM,"Kyriakides, Savvas  ",2240,12
1993,ZIM,"Kanengoni,Arnold.T  ",2260,16
1994,ZIM,"Kanengoni,Arnold.T  ",2260,16
1995,ZIM,"Kanengoni,Arnold.T  ",2260,16
1996,ZIM,"Cochrane,John.Miles  ",2270,17
1997,ZIM,"Kyriakides, Savvas  ",2240,17
1998,ZIM,"Cochrane,John.Miles  ",2220,6
1999,ZIM,"Kyriakides, Savvas  ",2240,20
2000,ZIM,"Gwaze, Robert  ",2263,20
2001,ZIM,"Gwaze, Robert",2287,20
2002,ZIM,"Gwaze, Robert",2280,6
2003,ZIM,"Gwaze, Robert",2341,22
2004,ZIM,"Gwaze, Robert",2345,23
2006,ZIM,undefined,2411,26
2007,ZIM,"Gwaze, Robert",2413,25
2008,ZIM,"Gwaze, Robert",2426,25
2009,ZIM,"Gwaze, Robert",2426,26
2010,ZIM,"Gwaze, Robert",2426,26
2014,ZIM,"Gwaze, Robert",2422,46
2015,ZIM,"Gwaze, Robert",2422,59
2016,ZIM,"Gwaze, Robert",2422,107
2017,ZIM,"Gwaze, Robert",2422,123
2018,ZIM,"Gwaze, Robert",2422,159
2019,ZIM,"Gwaze, Robert",2422,228
2020,ZIM,"Gwaze, Robert",2422,314
1983,BOT,"Hamley,P. ",2205,1
1985,BOT,"Hamley,P. ",2205,1
1986,BOT,"Hamley,P. ",2205,1
1987,BOT,"Jones,R. ",2205,2
1989,BOT,"Kgatshe,S. ",2280,2
1990,BOT,"Hutcheson,J. ",2235,2
1991,BOT,"Hutcheson,J  ",2235,6
1992,BOT,"Hutcheson,J  ",2235,5
1993,BOT,"Hutcheson,J  ",2255,6
1994,BOT,"Hutcheson,J  ",2255,6
1995,BOT,"Hutcheson,J  ",2255,6
1996,BOT,"Hutcheson,J  ",2250,9
1997,BOT,"Tseleng, Emmanuel  ",2210,9
1998,BOT,"Hutcheson,J  ",2205,6
1999,BOT,"Tseleng, Emmanuel  ",2210,14
2000,BOT,"Tseleng, Emmanuel  ",2210,14
2001,BOT,"Hutcheson, J.",2223,19
2002,BOT,"Hutcheson, J.",2235,11
2003,BOT,"Hutcheson, J.",2235,28
2004,BOT,"Hutcheson, John",2225,22
2005,BOT,"Khetho, Phemelo",2283,30
2006,BOT,undefined,2238,29
2007,BOT,"Njobvu, Ignatius",2247,29
2008,BOT,"Njobvu, Ignatius",2247,31
2009,BOT,"Khetho, Phemelo",2255,32
2010,BOT,"Khetho, Phemelo",2255,32
2011,BOT,"Khetho, Phemelo",2235,37
2014,BOT,"Njobvu, Ignatius",2223,91
2015,BOT,"Hamley, P.",2205,112
2016,BOT,"Oatlhotse, Providence",2309,149
2017,BOT,"Hamley, P.",2205,192
2018,BOT,"Olebile, Thato",2209,255
2019,BOT,"Oatlhotse, Providence",2290,352
2020,BOT,"Oatlhotse, Providence",2264,489
1983,ZAM,Kafumbe  ,2205,1
1985,ZAM,Kafumbe  ,2205,1
1986,ZAM,Kafumbe  ,2205,1
1987,ZAM,"Kalunga,W. ",2205,2
1988,ZAM,"Kalunga,W. ",2205,2
1989,ZAM,"Chola,S. ",2235,4
1990,ZAM,"Chola,S. ",2235,3
1991,ZAM,"Kafumbwe, Webster  ",2205,5
1992,ZAM,"Kafumbwe, Webster  ",2205,5
1993,ZAM,"Kafumbwe, Webster  ",2205,5
1994,ZAM,"Kafumbwe, Webster  ",2205,5
1995,ZAM,"Kafumbwe, Webster  ",2205,5
1996,ZAM,"Kafumbwe, Webster  ",2205,8
1997,ZAM,"Kafumbwe, Webster  ",2205,7
1998,ZAM,"Chumfwa,Stanely  ",2200,4
1999,ZAM,"Kafumbwe, Webster  ",2205,7
2000,ZAM,"Sichilima, Cephas  ",2246,9
2001,ZAM,"Simutowe, Amon",2462,12
2002,ZAM,"Simutowe, Amon",2368,10
2003,ZAM,"Simutowe, Amon",2408,15
2004,ZAM,"Simutowe, Amon",2433,16
2005,ZAM,"Simutowe, Amon",2425,17
2006,ZAM,undefined,2445,18
2007,ZAM,"Simutowe, Amon",2417,19
2008,ZAM,"Simutowe, Amon",2457,21
2009,ZAM,"Simutowe, Amon",2485,21
2014,ZAM,"Simutowe, Amon",2449,40
2015,ZAM,"Simutowe, Amon",2449,73
2016,ZAM,"Simutowe, Amon",2449,136
2017,ZAM,"Simutowe, Amon",2449,223
2018,ZAM,"Simutowe, Amon",2449,405
2019,ZAM,"Simutowe, Amon",2449,585
2020,ZAM,"Simutowe, Amon",2449,704
1983,SUR,"Kaslan,C. ",2205,2
1985,SUR,"Chin A Lein,H. ",2205,5
1986,SUR,"Lindeboom,J. ",2220,5
1987,SUR,"Lindeboom,J. ",2220,4
1988,SUR,"Lindeboom,J. ",2220,4
1989,SUR,"Lindeboom,J. ",2220,6
1990,SUR,"Lindeboom,J. ",2220,5
1991,SUR,"Lindeboom, J  ",2220,6
1992,SUR,"Lindeboom, J  ",2220,6
1993,SUR,"Lindeboom, J  ",2220,6
1994,SUR,"Lindeboom, J  ",2220,6
1995,SUR,"Lindeboom, J  ",2220,6
1996,SUR,"Lindeboom, J  ",2220,6
1997,SUR,"Lindeboom, J  ",2220,6
1999,SUR,"Lindeboom, J  ",2220,6
